Pollster,Start Date,End Date,Entry Date/Time (ET),Number of Observations,Population,Mode,Trump,Clinton,Other,Undecided,Pollster URL,Source URL,Partisan,Affiliation,Question Text,Question Iteration
CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,315,Registered Voters - Republican,Live Phone,78.0,9.0,2.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
CBS,2016-07-29,2016-07-31,2016-08-01T11:51:59Z,440,Registered Voters - independent,Live Phone,35.0,34.0,4.0,10.0,http://elections.huffingtonpost.com/pollster/polls/cbs-25024,http://www.cbsnews.com/news/campaign-2016-did-hillary-clinton-get-a-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
UPI/CVOTER,2016-07-25,2016-07-31,2016-08-04T14:59:39Z,989,Likely Voters,Internet,46.0,49.0,5.0,,http://elections.huffingtonpost.com/pollster/polls/upi-cvoter-25060,https://www.scribd.com/document/319892772/UPI-CVoter-Presidential-Tracking-Poll-8-1-2016#from_embed,Nonpartisan,None,,1
NBC/SurveyMonkey,2016-07-25,2016-07-31,2016-08-02T11:09:07Z,12742,Registered Voters,Internet,42.0,50.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25039,http://www.nbcnews.com/politics/2016-election/poll-clinton-support-spikes-following-democratic-convention-n621071,Nonpartisan,None,"If the 2016 presidential election were being held today among the following candidates, for whom would you vote?   ",1
NBC/SurveyMonkey,2016-07-25,2016-07-31,2016-08-02T11:09:07Z,12742,Registered Voters,Internet,38.0,43.0,4.0,5.0,http://elections.huffingtonpost.com/pollster/polls/nbc-surveymonkey-25039,http://www.nbcnews.com/politics/2016-election/poll-clinton-support-spikes-following-democratic-convention-n621071,Nonpartisan,None,If the 2016 presidential election were being held today among the following candidates for whom would you vote?,2
Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,1931,Registered Voters,Internet,40.0,43.0,,17.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,699,Registered Voters - Democrat,Internet,11.0,82.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,579,Registered Voters - Republican,Internet,78.0,9.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,653,Registered Voters - independent,Internet,38.0,32.0,,30.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,1931,Registered Voters,Internet,36.0,41.0,,12.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,699,Registered Voters - Democrat,Internet,9.0,80.0,,6.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,579,Registered Voters - Republican,Internet,74.0,9.0,,21.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
Morning Consult,2016-07-29,2016-07-30,2016-07-31T13:39:34Z,653,Registered Voters - independent,Internet,32.0,27.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-25023,https://morningconsult.com/2016/07/31/presidential-poll-hillary-clinton-donald-trump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,1276,Likely Voters,IVR/Online,41.0,46.0,2.0,5.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - Democrat,IVR/Online,9.0,83.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - Republican,IVR/Online,79.0,8.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - independent,IVR/Online,42.0,35.0,2.0,11.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"The candidates for President are Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein. If the election was today, who would you vote for?",1
PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,1276,Likely Voters,IVR/Online,45.0,50.0,,5.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2
PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - Democrat,IVR/Online,9.0,97.0,,4.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2
PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - Republican,IVR/Online,86.0,10.0,,3.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2
PPP (D),2016-07-29,2016-07-30,2016-07-31T13:13:24Z,,Likely Voters - independent,IVR/Online,46.0,42.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/ppp-d-25022,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_National_7302016.pdf,Pollster,Dem,"If you had to choose between just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?",2
RABA Research,2016-07-29,2016-07-29,2016-07-30T15:39:56Z,956,Likely Voters,Internet,31.0,46.0,2.0,15.0,http://elections.huffingtonpost.com/pollster/polls/raba-research-25020,http://www.rabaresearch.com/documents/RABA-Updated-National-Survey-July-2016-2.pdf,Nonpartisan,None,"If the election for Present were held today, for whom would you vote?",1
Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,1050,Likely Voters,Internet,35.0,40.0,8.0,17.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,,Likely Voters - Democrat,Internet,9.0,79.0,4.0,8.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,,Likely Voters - Republican,Internet,71.0,6.0,9.0,14.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,,Likely Voters - independent,Internet,23.0,27.0,27.0,24.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",1
Ipsos/Reuters,2016-07-25,2016-07-29,2016-07-29T19:50:46Z,1433,Likely Voters,Internet,37.0,37.0,6.0,15.0,http://elections.huffingtonpost.com/pollster/polls/ipsos-reuters-25002,http://www.ipsos-na.com/news-polls/pressrelease.aspx?id=7324,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?",2
Rasmussen,2016-07-26,2016-07-27,2016-07-28T19:43:02Z,1000,Likely Voters,IVR/Online,42.0,43.0,10.0,4.0,http://elections.huffingtonpost.com/pollster/polls/rasmussen-24988,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/white_house_watch,Nonpartisan,None,"If the 2016 presidential election were held today, would you vote for Republican Donald Trump or Democrat Hillary Clinton?",1
YouGov/Economist,2016-07-23,2016-07-24,2016-07-25T21:04:05Z,1057,Registered Voters,Internet,38.0,40.0,8.0,9.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962,https://today.yougov.com/news/2016/07/25/convention-impact-limited/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
YouGov/Economist,2016-07-23,2016-07-24,2016-07-25T21:04:05Z,406,Registered Voters - Democrat,Internet,6.0,81.0,4.0,7.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962,https://today.yougov.com/news/2016/07/25/convention-impact-limited/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
YouGov/Economist,2016-07-23,2016-07-24,2016-07-25T21:04:05Z,287,Registered Voters - Republican,Internet,78.0,6.0,5.0,5.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962,https://today.yougov.com/news/2016/07/25/convention-impact-limited/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
YouGov/Economist,2016-07-23,2016-07-24,2016-07-25T21:04:05Z,364,Registered Voters - independent,Internet,38.0,26.0,13.0,15.0,http://elections.huffingtonpost.com/pollster/polls/yougov-economist-24962,https://today.yougov.com/news/2016/07/25/convention-impact-limited/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?",1
Penn Schoen Berland,2016-07-22,2016-07-24,2016-08-03T16:59:18Z,1000,Likely Voters,Internet,44.0,41.0,,10.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
Penn Schoen Berland,2016-07-22,2016-07-24,2016-08-03T16:59:18Z,,Likely Voters - Democrat,Internet,9.0,79.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
Penn Schoen Berland,2016-07-22,2016-07-24,2016-08-03T16:59:18Z,,Likely Voters - Republican,Internet,85.0,3.0,,7.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
Penn Schoen Berland,2016-07-22,2016-07-24,2016-08-03T16:59:18Z,,Likely Voters - independent,Internet,33.0,28.0,,20.0,http://elections.huffingtonpost.com/pollster/polls/penn-schoen-berland-25049,http://psbresearch.com/wp-content/uploads/2016/08/PSB-DNC-Dial-Test-08-02-16.pdf,Nonpartisan,None,"If the 2016 Presidential Election were being held today, who would you vote for?",1
CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,1118,Registered Voters,Live Phone,44.0,43.0,4.0,10.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - Democrat,Live Phone,11.0,84.0,0.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - Republican,Live Phone,82.0,6.0,3.0,9.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - independent,Live Phone,43.0,35.0,7.0,15.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"f the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, would you vote for Hillary Clinton or Donald Trump? (IF DEPENDS OR DON’T KNOW):Well as of today, do you lean more toward Hillary Clinton or more toward Donald Trump?",1
CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,1118,Registered Voters,Live Phone,40.0,39.0,2.0,7.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - Democrat,Live Phone,10.0,79.0,0.0,3.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - Republican,Live Phone,81.0,6.0,2.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
CBS,2016-07-22,2016-07-24,2016-07-25T11:42:31Z,,Registered Voters - independent,Live Phone,37.0,31.0,3.0,11.0,http://elections.huffingtonpost.com/pollster/polls/cbs-24956,http://www.cbsnews.com/news/poll-hillary-clinton-and-donald-trump-tied-going-into-democratic-convention/,Nonpartisan,None,"If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, and Donald Trump, the Republican, and Gary Johnson, the Libertarian would you vote for Hillary Clinton or Donald Trump or Gary Johnson?",2
CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,882,Registered Voters,Live Phone,48.0,45.0,6.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - Democrat,Live Phone,7.0,88.0,3.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - Republican,Live Phone,90.0,8.0,3.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - independent,Live Phone,50.0,37.0,12.0,1.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Suppose that the presidential election were being held today and you had to choose between Hillary Clinton as the Democratic Party’s candidate, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?",1
CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,882,Registered Voters,Live Phone,44.0,39.0,3.0,4.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - Democrat,Live Phone,7.0,82.0,2.0,5.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - Republican,Live Phone,84.0,6.0,2.0,0.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
CNN,2016-07-22,2016-07-24,2016-07-25T11:11:43Z,,Registered Voters - independent,Live Phone,45.0,27.0,4.0,9.0,http://elections.huffingtonpost.com/pollster/polls/cnn-24955,http://www.cnn.com/2016/07/25/politics/donald-trump-hillary-clinton-poll/index.html,Nonpartisan,None,"Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?",2
Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,2502,Registered Voters,Internet,44.0,40.0,,16.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,830,Registered Voters - Democrat,Internet,9.0,81.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,796,Registered Voters - Republican,Internet,85.0,7.0,,8.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,876,Registered Voters - independent,Internet,40.0,30.0,,31.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?",1
Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,2502,Registered Voters,Internet,40.0,36.0,,13.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,830,Registered Voters - Democrat,Internet,8.0,77.0,,9.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,796,Registered Voters - Republican,Internet,82.0,6.0,,6.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
Morning Consult,2016-07-22,2016-07-24,2016-07-25T11:08:10Z,876,Registered Voters - independent,Internet,33.0,25.0,,23.0,http://elections.huffingtonpost.com/pollster/polls/morning-consult-24954,https://morningconsult.com/2016/07/25/trump-surges-past-clinton-post-convention-bump/,Nonpartisan,None,"If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?",2
University of Delaware/PSRAI,2016-07-21,2016-07-24,2016-07-26T20:06:32Z,818,Registered Voters,Live Phone,42.0,46.0,4.0,8.0,http://elections.huffingtonpost.com/pollster/polls/university-of-delaware-psrai-24970,https://www.cpc.udel.edu/content-sub-site/Documents/UD%20CPC%20%20RNC%20poll%20July%2025%20release-cpa.pdf,Nonpartisan,None,"Now, suppose the 2016 presidential election were being held TODAY. If you had to choose between [READ AND RANDOMIZE CLINTON/TRUMP] who would you vote for?",1
University of Delaware/PSRAI,2016-07-21,2016-07-24,2016-07-26T20:06:32Z,,Registered Voters - Democrat,Live Phone,3.0,87.0,2.0,8.0,http://elections.huffingtonpost.com/pollster/polls/university-of-delaware-psrai-24970,https://www.cpc.udel.edu/content-sub-site/Documents/UD%20CPC%20%20RNC%20poll%20July%2025%20release-cpa.pdf,Nonpartisan,None,"Now, suppose the 2016 presidential election were being held TODAY. If you had to choose between [READ AND RANDOMIZE CLINTON/TRUMP] who would you vote for?",1
University of Delaware/PSRAI,2016-07-21,2016-07-24,2016-07-26T20:06:32Z,,Registered Voters - Republican,Live Phone,85.0,5.0,3.0,8.0,http://elections.huffingtonpost.com/pollster/polls/university-of-delaware-psrai-24970,https://www.cpc.udel.edu/content-sub-site/Documents/UD%20CPC%20%20RNC%20poll%20July%2025%20release-cpa.pdf,Nonpartisan,None,"Now, suppose the 2016 presidential election were being held TODAY. If you had to choose between [READ AND RANDOMIZE CLINTON/TRUMP] who would you vote for?",1
